Date,Hour,PJM-E,PJM-W,NI,DAY,AEP
08/11/04,2400,33591,5627,10235
08/10/04,100,29394,5109,11834
08/10/04,200,27568,4916,10831
08/10/04,300,26407,4746,10166
08/10/04,400,25838,4691,9743
08/10/04,500,26000,4677,9437
08/10/04,600,27435,4884,9513
08/10/04,700,29701,5258,9949
08/10/04,800,32428,5507,10730
08/10/04,900,35044,5790,11547
08/10/04,1000,37367,6068,12147
08/10/04,1100,39897,6381,12306
08/10/04,1200,41948,6665,12599
08/10/04,1300,43517,6884,12607
08/10/04,1400,44802,7022,12580
08/10/04,1500,45694,7198,12652
08/10/04,1600,46169,7207,12476
08/10/04,1700,46518,7108,12307
08/10/04,1800,46186,7113,12118
08/10/04,1900,44853,6967,11793
08/10/04,2000,43009,6772,11558
08/10/04,2100,43149,6753,11596
08/10/04,2200,41772,6654,11883
08/10/04,2300,38503,6233,11536
08/10/04,2400,34968,5727,10738
08/09/04,100,25865,4664,10437
08/09/04,200,24477,4496,9746
08/09/04,300,23608,4373,9355
08/09/04,400,23385,4312,9037
08/09/04,500,23653,4388,8960
08/09/04,600,25184,4623,9221
08/09/04,700,27298,4932,9835
08/09/04,800,30146,5252,10726
08/09/04,900,32892,5558,11775
08/09/04,1000,35043,5895,12632
08/09/04,1100,37249,6122,13412
08/09/04,1200,38870,6311,14077
08/09/04,1300,40007,6485,14624
08/09/04,1400,41068,6573,15271
08/09/04,1500,41779,6738,15773
08/09/04,1600,42405,6816,16117
08/09/04,1700,42904,6920,16346
08/09/04,1800,42758,7015,16375
08/09/04,1900,41809,6830,16107
08/09/04,2000,40242,6619,15578
08/09/04,2100,40140,6589,15024
08/09/04,2200,38876,6515,14966
08/09/04,2300,35905,6011,14364
08/09/04,2400,32516,5527,13154
08/08/04,100,23422,4297,9716
08/08/04,200,22200,4119,9049
08/08/04,300,21384,3980,8723
08/08/04,400,20833,3900,8381
08/08/04,500,20727,3896,8187
08/08/04,600,20857,3958,8128
08/08/04,700,20846,3956,8038
08/08/04,800,21961,4088,7940
08/08/04,900,23983,4396,8270
08/08/04,1000,26004,4740,8878
08/08/04,1100,27576,4919,9489
08/08/04,1200,28740,5048,10055
08/08/04,1300,29524,5140,10564
08/08/04,1400,30089,5295,10891
08/08/04,1500,30454,5364,11228
08/08/04,1600,30936,5398,11460
08/08/04,1700,31589,5461,11707
08/08/04,1800,32116,5546,11880
08/08/04,1900,31942,5552,11888
08/08/04,2000,31408,5462,11744
08/08/04,2100,32416,5621,11552
08/08/04,2200,32334,5660,11905
08/08/04,2300,30353,5284,11810
08/08/04,2400,27949,4974,11220
08/07/04,100,24554,4444,10164
08/07/04,200,23175,4263,9429
08/07/04,300,22308,4183,8860
08/07/04,400,21796,4120,8508
08/07/04,500,21668,4098,8324
08/07/04,600,22087,4190,8285
08/07/04,700,22522,4285,8427
08/07/04,800,24014,4474,8544
08/07/04,900,26091,4785,9143
08/07/04,1000,27917,5042,9921
08/07/04,1100,29061,5232,10562
08/07/04,1200,29487,5274,11067
08/07/04,1300,29571,5309,11220
08/07/04,1400,29372,5304,11266
08/07/04,1500,29074,5261,11158
08/07/04,1600,28891,5251,11086
08/07/04,1700,28858,5261,11019
08/07/04,1800,28946,5267,10919
08/07/04,1900,28727,5239,10855
08/07/04,2000,28355,5169,10711
08/07/04,2100,29176,5202,10685
08/07/04,2200,29012,5217,11091
08/07/04,2300,27390,4957,10922
08/07/04,2400,25295,4571,10343
08/06/04,100,27785,4971,10004
08/06/04,200,25972,4762,9392
08/06/04,300,24778,4538,8962
08/06/04,400,24194,4455,8591
08/06/04,500,24174,4570,8514
08/06/04,600,25424,4789,8683
08/06/04,700,27249,5033,9089
08/06/04,800,29695,5277,9829
08/06/04,900,31729,5523,10777
08/06/04,1000,33124,5688,11531
08/06/04,1100,34244,5838,12009
08/06/04,1200,34796,5872,12491
08/06/04,1300,34917,5834,12665
08/06/04,1400,34976,5820,12824
08/06/04,1500,34794,5819,12966
08/06/04,1600,34514,5781,13054
08/06/04,1700,34218,5728,13097
08/06/04,1800,33593,5676,13026
08/06/04,1900,32574,5610,12846
08/06/04,2000,31494,5515,12404
08/06/04,2100,31795,5509,12090
08/06/04,2200,31217,5524,12216
08/06/04,2300,29056,5204,11910
08/06/04,2400,26692,4845,11197
08/05/04,100,33967,5477,10701
08/05/04,200,31949,5252,9947
08/05/04,300,30545,5042,9456
08/05/04,400,29626,5015,9109
08/05/04,500,29513,5020,8948
08/05/04,600,30649,5151,9059
08/05/04,700,32610,5493,9587
08/05/04,800,34743,5741,10311
08/05/04,900,36224,5910,11290
08/05/04,1000,37260,6087,12026
08/05/04,1100,38328,6255,12430
08/05/04,1200,38997,6429,12825
08/05/04,1300,39215,6510,13003
08/05/04,1400,39734,6509,13060
08/05/04,1500,39961,6573,13133
08/05/04,1600,40009,6601,13097
08/05/04,1700,39811,6615,13021
08/05/04,1800,39097,6599,12899
08/05/04,1900,37983,6489,12593
08/05/04,2000,37042,6260,12155
08/05/04,2100,37132,6193,11787
08/05/04,2200,36303,6179,12010
08/05/04,2300,33467,5828,11808
08/05/04,2400,30338,5351,10999
08/04/04,100,33525,5742,13040
08/04/04,200,31206,5501,11881
08/04/04,300,30114,5300,11194
08/04/04,400,29211,5133,10790
08/04/04,500,29156,5150,10600
08/04/04,600,30524,5307,10697
08/04/04,700,32856,5653,11292
08/04/04,800,36464,5937,12148
08/04/04,900,39645,6354,12937
08/04/04,1000,42515,6704,13503
08/04/04,1100,45101,7052,13898
08/04/04,1200,46940,7391,14117
08/04/04,1300,48500,7649,13925
08/04/04,1400,49853,7842,13825
08/04/04,1500,50546,7811,13898
08/04/04,1600,51117,7685,13949
08/04/04,1700,51308,7557,14005
08/04/04,1800,50779,7379,13978
08/04/04,1900,49186,7097,13709
08/04/04,2000,47404,6990,13202
08/04/04,2100,46176,6913,12751
08/04/04,2200,44245,6818,12857
08/04/04,2300,40703,6387,12568
08/04/04,2400,36984,5883,11662
08/03/04,100,33824,5564,13886
08/03/04,200,31868,5286,12664
08/03/04,300,30648,5184,11863
08/03/04,400,29923,4972,11296
08/03/04,500,29932,4947,10987
08/03/04,600,31366,5159,11017
08/03/04,700,33850,5481,11522
08/03/04,800,36622,5783,12388
08/03/04,900,38912,6112,13729
08/03/04,1000,41350,6469,15002
08/03/04,1100,43712,6881,16020
08/03/04,1200,45673,7248,17147
08/03/04,1300,47317,7537,17930
08/03/04,1400,48671,7741,18596
08/03/04,1500,49608,7878,19227
08/03/04,1600,50030,7946,19663
08/03/04,1700,50191,7964,19794
08/03/04,1800,49650,7978,19632
08/03/04,1900,48366,7837,19173
08/03/04,2000,46520,7654,18442
08/03/04,2100,45906,7498,17705
08/03/04,2200,44660,7323,17618
08/03/04,2300,40802,6834,16741
08/03/04,2400,36799,6142,14877
08/02/04,100,32082,5424,12682
08/02/04,200,30489,5160,11791
08/02/04,300,29430,5031,11162
08/02/04,400,28877,4947,10770
08/02/04,500,29089,4974,10585
08/02/04,600,30540,5184,10653
08/02/04,700,32823,5389,11304
08/02/04,800,36142,5737,12221
08/02/04,900,39068,6062,13657
08/02/04,1000,41491,6468,15060
08/02/04,1100,43924,6855,16169
08/02/04,1200,45757,7178,17106
08/02/04,1300,47451,7412,17700
08/02/04,1400,48891,7645,17952
08/02/04,1500,49632,7782,18127
08/02/04,1600,49926,7833,18572
08/02/04,1700,49887,7864,18889
08/02/04,1800,49140,7896,18965
08/02/04,1900,47508,7730,18888
08/02/04,2000,45875,7469,18451
08/02/04,2100,45436,7312,17846
08/02/04,2200,44271,7206,17584
08/02/04,2300,40738,6650,16901
08/02/04,2400,36945,6016,15457
08/01/04,100,34520,5033,10794
08/01/04,200,32575,4814,10001
08/01/04,300,31222,4626,9385
08/01/04,400,30236,4529,8919
08/01/04,500,29849,4504,8671
08/01/04,600,29813,4549,8514
08/01/04,700,29920,4594,8430
08/01/04,800,30823,4750,8297
08/01/04,900,32627,5147,8746
08/01/04,1000,34293,5534,9573
08/01/04,1100,35853,5921,10575
08/01/04,1200,37179,6272,11684
08/01/04,1300,38489,6579,12486
08/01/04,1400,39701,6757,13364
08/01/04,1500,40444,6843,14060
08/01/04,1600,41129,6941,14588
08/01/04,1700,41767,7103,14982
08/01/04,1800,42121,7133,15071
08/01/04,1900,41650,7047,15200
08/01/04,2000,40678,6864,15091
08/01/04,2100,40849,6689,14832
08/01/04,2200,40465,6851,14883
08/01/04,2300,38073,6368,14642
08/01/04,2400,34826,5810,13828
07/31/04,100,33867,5448,10902
07/31/04,200,31768,5137,10114
07/31/04,300,30382,5020,9510
07/31/04,400,29537,4902,9171
07/31/04,500,29187,4847,8945
07/31/04,600,29498,4928,8896
07/31/04,700,30184,5018,9096
07/31/04,800,32261,5286,9245
07/31/04,900,35452,5692,9813
07/31/04,1000,38768,6104,10468
07/31/04,1100,41686,6356,11068
07/31/04,1200,43521,6482,11663
07/31/04,1300,44755,6524,12170
07/31/04,1400,45451,6488,12576
07/31/04,1500,45875,6466,12833
07/31/04,1600,46217,6443,13106
07/31/04,1700,46293,6466,13427
07/31/04,1800,45929,6376,13606
07/31/04,1900,44934,6262,13608
07/31/04,2000,43456,6157,13377
07/31/04,2100,43221,6135,12976
07/31/04,2200,42641,6125,12790
07/31/04,2300,40103,5841,12501
07/31/04,2400,37226,5421,11706
07/30/04,100,32115,5571,12206
07/30/04,200,30141,5283,11234
07/30/04,300,28813,5061,10598
07/30/04,400,28184,4931,10165
07/30/04,500,28347,4965,9936
07/30/04,600,29809,5160,10051
07/30/04,700,32107,5496,10644
07/30/04,800,35158,5802,11578
07/30/04,900,38056,6182,12350
07/30/04,1000,40262,6494,12928
07/30/04,1100,42767,6768,13204
07/30/04,1200,44767,7045,13575
07/30/04,1300,46379,7196,13631
07/30/04,1400,47763,7337,13699
07/30/04,1500,48711,7444,13729
07/30/04,1600,49238,7483,13682
07/30/04,1700,49449,7434,13687
07/30/04,1800,48719,7337,13484
07/30/04,1900,47073,7130,13142
07/30/04,2000,45122,6917,12801
07/30/04,2100,44388,6843,12618
07/30/04,2200,43308,6751,12800
07/30/04,2300,40219,6403,12624
07/30/04,2400,36891,5910,11883
07/29/04,100,30296,5136,11844
07/29/04,200,28330,4846,10896
07/29/04,300,27018,4682,10221
07/29/04,400,26313,4662,9768
07/29/04,500,26272,4698,9533
07/29/04,600,27542,4861,9611
07/29/04,700,29794,5123,10140
07/29/04,800,32671,5451,10984
07/29/04,900,35309,5703,11987
07/29/04,1000,37687,6007,12796
07/29/04,1100,39876,6273,13339
07/29/04,1200,41590,6483,14059
07/29/04,1300,42952,6707,14699
07/29/04,1400,44375,6901,15113
07/29/04,1500,45410,7014,15541
07/29/04,1600,46144,7176,15831
07/29/04,1700,46754,7327,15993
07/29/04,1800,46679,7305,16049
07/29/04,1900,45479,7248,15846
07/29/04,2000,43780,7034,15297
07/29/04,2100,43191,6974,14741
07/29/04,2200,42200,6927,14822
07/29/04,2300,38873,6517,14517
07/29/04,2400,35279,6022,13503
07/28/04,100,29987,5294,10892
07/28/04,200,28280,5079,10067
07/28/04,300,27262,4906,9492
07/28/04,400,26806,4824,9155
07/28/04,500,26982,4831,8971
07/28/04,600,28607,5027,9073
07/28/04,700,31040,5340,9606
07/28/04,800,33934,5674,10388
07/28/04,900,35764,5868,11482
07/28/04,1000,37117,6073,12375
07/28/04,1100,38565,6324,13138
07/28/04,1200,39616,6537,13892
07/28/04,1300,40452,6633,14447
07/28/04,1400,41276,6736,14886
07/28/04,1500,42055,6732,15288
07/28/04,1600,42610,6754,15496
07/28/04,1700,42978,6791,15672
07/28/04,1800,42998,6808,15725
07/28/04,1900,42128,6691,15502
07/28/04,2000,40939,6560,14967
07/28/04,2100,40648,6456,14524
07/28/04,2200,39975,6448,14525
07/28/04,2300,36801,5988,14192
07/28/04,2400,33379,5466,13108
07/27/04,100,28995,5268,10108
07/27/04,200,27441,5086,9376
07/27/04,300,26484,4976,8954
07/27/04,400,26065,4851,8686
07/27/04,500,26284,4913,8582
07/27/04,600,28006,5215,8684
07/27/04,700,30529,5516,9289
07/27/04,800,33254,5798,10033
07/27/04,900,35483,6070,10988
07/27/04,1000,37036,6222,11697
07/27/04,1100,38519,6415,12207
07/27/04,1200,39616,6505,12826
07/27/04,1300,40316,6555,13268
07/27/04,1400,40994,6614,13569
07/27/04,1500,41388,6683,13891
07/27/04,1600,41356,6761,14084
07/27/04,1700,41622,6820,14266
07/27/04,1800,41616,6830,14360
07/27/04,1900,41010,6744,14188
07/27/04,2000,40145,6591,13743
07/27/04,2100,40029,6600,13336
07/27/04,2200,38591,6547,13367
07/27/04,2300,35697,6146,13026
07/27/04,2400,32586,5720,12035
07/26/04,100,26954,5052,9353
07/26/04,200,25538,4857,8902
07/26/04,300,24825,4755,8553
07/26/04,400,24415,4696,8420
07/26/04,500,24631,4732,8335
07/26/04,600,26167,4987,8580
07/26/04,700,28238,5369,9182
07/26/04,800,31245,5623,10056
07/26/04,900,33594,5935,11114
07/26/04,1000,35570,6095,11885
07/26/04,1100,37125,6362,12333
07/26/04,1200,38459,6500,12721
07/26/04,1300,39369,6548,12890
07/26/04,1400,40225,6629,13045
07/26/04,1500,40725,6630,13116
07/26/04,1600,41150,6525,13011
07/26/04,1700,41321,6559,12856
07/26/04,1800,40842,6609,12692
07/26/04,1900,39635,6528,12379
07/26/04,2000,38574,6509,12065
07/26/04,2100,38592,6512,11930
07/26/04,2200,37668,6467,12200
07/26/04,2300,34713,6066,11905
07/26/04,2400,31650,5644,11078
07/25/04,100,27675,4675,9197
07/25/04,200,26082,4476,8684
07/25/04,300,25057,4352,8311
07/25/04,400,24328,4204,8081
07/25/04,500,24028,4149,7862
07/25/04,600,24111,4234,7829
07/25/04,700,24240,4167,7833
07/25/04,800,25129,4383,7833
07/25/04,900,26852,4716,8128
07/25/04,1000,28738,5019,8589
07/25/04,1100,30082,5194,9127
07/25/04,1200,30909,5357,9557
07/25/04,1300,31495,5597,9896
07/25/04,1400,31895,5717,10032
07/25/04,1500,32044,5752,10153
07/25/04,1600,32270,5884,10293
07/25/04,1700,32612,5900,10358
07/25/04,1800,32845,5995,10468
07/25/04,1900,32720,5955,10547
07/25/04,2000,32351,5921,10378
07/25/04,2100,33041,5967,10212
07/25/04,2200,33277,6042,10465
07/25/04,2300,31633,5733,10607
07/25/04,2400,29113,5319,10037
07/24/04,100,31417,5122,10042
07/24/04,200,29392,4832,9330
07/24/04,300,28193,4615,8880
07/24/04,400,27388,4552,8543
07/24/04,500,26929,4519,8344
07/24/04,600,27095,4586,8354
07/24/04,700,27539,4627,8454
07/24/04,800,28715,4847,8708
07/24/04,900,30777,5181,9321
07/24/04,1000,32480,5486,9835
07/24/04,1100,33814,5654,10362
07/24/04,1200,34412,5814,10656
07/24/04,1300,34579,5995,10862
07/24/04,1400,34670,6018,10891
07/24/04,1500,34650,6135,10645
07/24/04,1600,34696,6180,10483
07/24/04,1700,34740,6302,10275
07/24/04,1800,34509,6205,10206
07/24/04,1900,33882,6084,10024
07/24/04,2000,33284,5844,9900
07/24/04,2100,33636,5734,9935
07/24/04,2200,33666,5766,10467
07/24/04,2300,32050,5462,10317
07/24/04,2400,29777,5053,9846
07/23/04,100,34584,5499,12560
07/23/04,200,32625,5255,11426
07/23/04,300,31308,5096,10702
07/23/04,400,30773,5006,10243
07/23/04,500,30782,5069,9867
07/23/04,600,32147,5234,9881
07/23/04,700,34532,5548,10250
07/23/04,800,37565,5886,10886
07/23/04,900,39779,6204,11889
07/23/04,1000,41472,6412,12560
07/23/04,1100,42933,6618,12950
07/23/04,1200,44052,6798,13347
07/23/04,1300,44686,6874,13497
07/23/04,1400,45102,6925,13556
07/23/04,1500,44656,7043,13725
07/23/04,1600,44131,6990,13644
07/23/04,1700,43603,6979,13479
07/23/04,1800,42837,6938,13165
07/23/04,1900,41552,6789,12558
07/23/04,2000,40318,6570,12000
07/23/04,2100,39876,6408,11629
07/23/04,2200,39155,6320,11746
07/23/04,2300,36790,6030,11704
07/23/04,2400,33889,5507,10960
07/22/04,100,33279,5755,13890
07/22/04,200,31208,5406,12723
07/22/04,300,29763,5185,11924
07/22/04,400,28842,5068,11388
07/22/04,500,28833,5077,11097
07/22/04,600,30079,5296,11140
07/22/04,700,32288,5533,11651
07/22/04,800,35626,5961,12710
07/22/04,900,38694,6233,14230
07/22/04,1000,41607,6555,15641
07/22/04,1100,44642,6882,16854
07/22/04,1200,46871,7090,18111
07/22/04,1300,48492,7217,19061
07/22/04,1400,49670,7311,19685
07/22/04,1500,50275,7316,19682
07/22/04,1600,50529,7162,18856
07/22/04,1700,50519,7100,17594
07/22/04,1800,49914,6995,17131
07/22/04,1900,48280,6843,16475
07/22/04,2000,46321,6759,15882
07/22/04,2100,45474,6764,15651
07/22/04,2200,44452,6690,15620
07/22/04,2300,41139,6325,15194
07/22/04,2400,37582,5903,14049
07/21/04,100,31192,5320,14718
07/21/04,200,29286,5051,13561
07/21/04,300,27984,4815,12762
07/21/04,400,27125,4732,12202
07/21/04,500,27142,4746,11857
07/21/04,600,28382,4941,11899
07/21/04,700,30697,5263,12386
07/21/04,800,33778,5546,13385
07/21/04,900,36635,5940,14727
07/21/04,1000,39215,6263,15863
07/21/04,1100,41913,6637,16748
07/21/04,1200,44133,7005,17650
07/21/04,1300,45647,7303,17849
07/21/04,1400,47035,7487,17782
07/21/04,1500,47985,7591,17968
07/21/04,1600,48770,7701,18248
07/21/04,1700,49141,7831,18312
07/21/04,1800,48956,7853,18185
07/21/04,1900,47784,7662,17258
07/21/04,2000,45962,7404,16872
07/21/04,2100,45143,7353,16709
07/21/04,2200,44216,7299,16815
07/21/04,2300,40576,6815,16497
07/21/04,2400,36537,6126,15307
07/20/04,100,30102,5151,12476
07/20/04,200,28246,4774,11465
07/20/04,300,26984,4677,10847
07/20/04,400,26431,4659,10420
07/20/04,500,26532,4672,10201
07/20/04,600,27859,4870,10325
07/20/04,700,30069,5083,10897
07/20/04,800,33257,5463,11861
07/20/04,900,36094,5792,13090
07/20/04,1000,38532,6120,14153
07/20/04,1100,40891,6425,15154
07/20/04,1200,42713,6651,16290
07/20/04,1300,44110,6855,17201
07/20/04,1400,45240,7032,17955
07/20/04,1500,46127,7055,18606
07/20/04,1600,46837,7121,19050
07/20/04,1700,47281,7221,19353
07/20/04,1800,47231,7231,19504
07/20/04,1900,45905,7135,19360
07/20/04,2000,43964,6926,18863
07/20/04,2100,43087,6800,18331
07/20/04,2200,41744,6754,18132
07/20/04,2300,38478,6268,17565
07/20/04,2400,34551,5704,16179
07/19/04,100,26972,4868,10535
07/19/04,200,25613,4707,9889
07/19/04,300,24978,4598,9390
07/19/04,400,24691,4526,9081
07/19/04,500,25047,4564,9003
07/19/04,600,26727,4829,9165
07/19/04,700,29057,5095,9754
07/19/04,800,32014,5500,10658
07/19/04,900,34211,5733,11709
07/19/04,1000,35950,5985,12694
07/19/04,1100,37490,6222,13403
07/19/04,1200,38675,6402,14315
07/19/04,1300,39566,6467,14886
07/19/04,1400,40546,6559,15343
07/19/04,1500,41286,6682,15795
07/19/04,1600,42041,6753,15942
07/19/04,1700,42693,6867,16008
07/19/04,1800,43038,6816,16012
07/19/04,1900,42315,6714,15833
07/19/04,2000,40844,6541,15376
07/19/04,2100,40194,6492,14888
07/19/04,2200,39717,6458,14909
07/19/04,2300,36483,6028,14703
07/19/04,2400,33024,5544,13723
07/18/04,100,29616,4751,9993
07/18/04,200,27934,4569,9363
07/18/04,300,26663,4432,8875
07/18/04,400,25816,4366,8532
07/18/04,500,25414,4321,8335
07/18/04,600,25376,4400,8232
07/18/04,700,25467,4382,8115
07/18/04,800,26551,4498,8086
07/18/04,900,28353,4804,8563
07/18/04,1000,30295,5094,9216
07/18/04,1100,31666,5282,9922
07/18/04,1200,32663,5464,10621
07/18/04,1300,33220,5581,11183
07/18/04,1400,33296,5662,11586
07/18/04,1500,33212,5703,11920
07/18/04,1600,33204,5749,12181
07/18/04,1700,33252,5918,12461
07/18/04,1800,33310,5952,12709
07/18/04,1900,33139,5844,12707
07/18/04,2000,32742,5749,12497
07/18/04,2100,33120,5813,12145
07/18/04,2200,33076,5832,12301
07/18/04,2300,31368,5525,12209
07/18/04,2400,29006,5184,11468
07/17/04,100,29410,5063,11761
07/17/04,200,27426,4792,10732
07/17/04,300,26072,4598,10119
07/17/04,400,25279,4432,9661
07/17/04,500,24862,4478,9308
07/17/04,600,24930,4534,9280
07/17/04,700,25321,4502,9326
07/17/04,800,27514,4779,9641
07/17/04,900,30818,5214,10141
07/17/04,1000,33700,5554,10717
07/17/04,1100,36350,5786,11318
07/17/04,1200,38256,5902,11689
07/17/04,1300,39400,5933,11986
07/17/04,1400,40090,5945,12204
07/17/04,1500,40497,5926,12220
07/17/04,1600,40736,5897,12350
07/17/04,1700,40434,5932,12384
07/17/04,1800,39815,5881,12514
07/17/04,1900,38659,5858,12395
07/17/04,2000,37360,5728,12087
07/17/04,2100,37112,5716,11688
07/17/04,2200,36794,5712,11565
07/17/04,2300,34808,5496,11499
07/17/04,2400,32159,5141,10792
07/16/04,100,28634,5070,12432
07/16/04,200,26808,4893,11476
07/16/04,300,25669,4744,10800
07/16/04,400,25078,4608,10253
07/16/04,500,25202,4659,10069
07/16/04,600,26539,4918,10070
07/16/04,700,28559,5205,10502
07/16/04,800,31636,5494,11414
07/16/04,900,34354,5798,12642
07/16/04,1000,36412,6047,13776
07/16/04,1100,38145,6301,14542
07/16/04,1200,39291,6529,15421
07/16/04,1300,39822,6611,15982
07/16/04,1400,40006,6702,16151
07/16/04,1500,40250,6746,16312
07/16/04,1600,40539,6785,16307
07/16/04,1700,41010,6826,16231
07/16/04,1800,40864,6831,16157
07/16/04,1900,39846,6737,15692
07/16/04,2000,38395,6548,15003
07/16/04,2100,37769,6356,14333
07/16/04,2200,37443,6344,14147
07/16/04,2300,35003,5980,13820
07/16/04,2400,32083,5525,12889
07/15/04,100,28789,5225,11659
07/15/04,200,27090,4992,10682
07/15/04,300,26068,4873,10058
07/15/04,400,25399,4770,9623
07/15/04,500,25519,4790,9418
07/15/04,600,26843,5046,9461
07/15/04,700,29233,5279,9902
07/15/04,800,32444,5559,10766
07/15/04,900,35072,5857,11985
07/15/04,1000,37074,6096,12985
07/15/04,1100,38509,6281,13706
07/15/04,1200,39390,6382,14438
07/15/04,1300,39916,6435,14977
07/15/04,1400,40452,6445,15447
07/15/04,1500,40806,6455,15910
07/15/04,1600,41096,6504,16215
07/15/04,1700,41091,6535,16312
07/15/04,1800,40745,6553,16366
07/15/04,1900,39642,6505,16200
07/15/04,2000,38213,6312,15784
07/15/04,2100,37715,6280,15329
07/15/04,2200,37471,6304,15101
07/15/04,2300,34759,5953,14818
07/15/04,2400,31330,5496,13781
07/14/04,100,29503,5759,13239
07/14/04,200,27796,5418,11938
07/14/04,300,26829,5293,11038
07/14/04,400,26288,5135,10451
07/14/04,500,26521,5162,10116
07/14/04,600,27988,5359,10115
07/14/04,700,30491,5684,10442
07/14/04,800,33273,5993,11365
07/14/04,900,35273,6270,12588
07/14/04,1000,36901,6584,13519
07/14/04,1100,38420,6888,14165
07/14/04,1200,39802,7118,14780
07/14/04,1300,41016,7285,15148
07/14/04,1400,42142,7336,15445
07/14/04,1500,42686,7263,15696
07/14/04,1600,42195,7257,15865
07/14/04,1700,41539,7258,15967
07/14/04,1800,40748,7106,15909
07/14/04,1900,39544,6941,15472
07/14/04,2000,38274,6694,14863
07/14/04,2100,37813,6546,14307
07/14/04,2200,37108,6493,14095
07/14/04,2300,34414,6098,13913
07/14/04,2400,31220,5617,12881
07/13/04,100,29781,5603,13448
07/13/04,200,28202,5338,12272
07/13/04,300,27250,5230,11481
07/13/04,400,26768,5087,10977
07/13/04,500,26911,5090,10692
07/13/04,600,28415,5259,10720
07/13/04,700,30803,5567,11119
07/13/04,800,33430,5915,12209
07/13/04,900,35243,6161,13623
07/13/04,1000,36534,6446,14482
07/13/04,1100,37947,6742,14997
07/13/04,1200,38806,6921,15922
07/13/04,1300,39303,7134,16956
07/13/04,1400,39903,7342,17412
07/13/04,1500,40285,7540,17409
07/13/04,1600,40596,7661,17385
07/13/04,1700,40868,7765,17675
07/13/04,1800,40746,7772,18213
07/13/04,1900,39911,7686,18320
07/13/04,2000,38966,7434,18121
07/13/04,2100,38576,7306,17625
07/13/04,2200,38236,7275,17149
07/13/04,2300,35506,6814,16513
07/13/04,2400,32148,6186,14906
07/12/04,100,32285,5478,12287
07/12/04,200,30557,5275,11355
07/12/04,300,29563,5140,10710
07/12/04,400,28968,5045,10319
07/12/04,500,29066,5049,10145
07/12/04,600,30559,5297,10245
07/12/04,700,33031,5648,10756
07/12/04,800,35988,5965,11796
07/12/04,900,38007,6320,13218
07/12/04,1000,39289,6576,14297
07/12/04,1100,40249,6830,15277
07/12/04,1200,40729,7009,16198
07/12/04,1300,40894,7229,16964
07/12/04,1400,41120,7357,17477
07/12/04,1500,40874,7326,18036
07/12/04,1600,40562,7470,18247
07/12/04,1700,40494,7499,18415
07/12/04,1800,40155,7519,18503
07/12/04,1900,39475,7431,18366
07/12/04,2000,38764,7239,17920
07/12/04,2100,38429,7176,17277
07/12/04,2200,37795,7091,16814
07/12/04,2300,35198,6562,16347
07/12/04,2400,32089,6035,14995
07/11/04,100,30073,5101,10537
07/11/04,200,28036,4802,9789
07/11/04,300,26694,4611,9128
07/11/04,400,25722,4515,8676
07/11/04,500,25067,4484,8439
07/11/04,600,24805,4479,8312
07/11/04,700,24873,4479,8162
07/11/04,800,26574,4674,8224
07/11/04,900,29453,5078,8910
07/11/04,1000,32478,5489,9800
07/11/04,1100,35089,5758,10867
07/11/04,1200,37380,6111,11982
07/11/04,1300,39068,6351,12884
07/11/04,1400,40262,6487,13656
07/11/04,1500,41117,6635,14231
07/11/04,1600,41722,6820,14638
07/11/04,1700,42152,6952,14825
07/11/04,1800,42164,6992,14904
07/11/04,1900,41461,6929,14880
07/11/04,2000,40398,6789,14507
07/11/04,2100,40115,6729,14357
07/11/04,2200,40152,6737,14458
07/11/04,2300,37884,6447,14308
07/11/04,2400,34867,5934,13466
07/10/04,100,28845,5047,10473
07/10/04,200,26782,4720,9584
07/10/04,300,25529,4529,9138
07/10/04,400,24602,4464,8857
07/10/04,500,24301,4357,8602
07/10/04,600,24331,4398,8601
07/10/04,700,24714,4492,8758
07/10/04,800,26746,4735,8936
07/10/04,900,29690,5135,9475
07/10/04,1000,32403,5549,10293
07/10/04,1100,34474,5899,11000
07/10/04,1200,35998,6127,11673
07/10/04,1300,37060,6247,12281
07/10/04,1400,38035,6328,12659
07/10/04,1500,38697,6344,13068
07/10/04,1600,39402,6417,13403
07/10/04,1700,39781,6438,13673
07/10/04,1800,39688,6413,13858
07/10/04,1900,39109,6322,13721
07/10/04,2000,37926,6169,13435
07/10/04,2100,37566,6105,12917
07/10/04,2200,37462,6160,12564
07/10/04,2300,35430,5879,12397
07/10/04,2400,32765,5468,11511
07/09/04,100,31782,5104,10462
07/09/04,200,29633,4818,9578
07/09/04,300,28111,4662,9160
07/09/04,400,27192,4563,8866
07/09/04,500,27113,4567,8671
07/09/04,600,28167,4711,8826
07/09/04,700,30269,4998,9233
07/09/04,800,33573,5371,10047
07/09/04,900,36151,5702,11153
07/09/04,1000,38394,6048,11905
07/09/04,1100,40085,6286,12341
07/09/04,1200,40985,6425,12821
07/09/04,1300,41478,6558,13089
07/09/04,1400,42011,6673,13318
07/09/04,1500,42346,6763,13681
07/09/04,1600,42763,6876,13538
07/09/04,1700,42938,6963,13046
07/09/04,1800,42577,6952,12733
07/09/04,1900,41205,6789,12530
07/09/04,2000,39293,6564,12257
07/09/04,2100,38077,6377,11846
07/09/04,2200,37552,6333,12021
07/09/04,2300,34837,5986,11995
